,tiff_file,layer_name,x_pixel,y_pixel,original_image,x_pixel_end,y_pixel_end
89380,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_17.tif,02 Moulted,-20.0,377.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,40.0,437.0
89293,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_18.tif,01 Whitecoats,381.0,397.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,441.0,457.0
89294,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_18.tif,01 Whitecoats,265.0,488.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,325.0,548.0
89295,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_18.tif,01 Whitecoats,399.0,621.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,459.0,681.0
89296,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_18.tif,01 Whitecoats,132.0,304.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,192.0,364.0
89394,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_20.tif,03 Dead Pups,800.0,13.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,860.0,73.0
89374,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_22.tif,02 Moulted,318.0,789.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,378.0,849.0
89182,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_24.tif,01 Whitecoats,797.0,500.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,857.0,560.0
89184,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_24.tif,01 Whitecoats,289.0,655.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,349.0,715.0
89174,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_25.tif,01 Whitecoats,460.0,482.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,520.0,542.0
89175,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_25.tif,01 Whitecoats,248.0,519.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,308.0,579.0
89183,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_25.tif,01 Whitecoats,219.0,301.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,279.0,361.0
89126,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_26.tif,01 Whitecoats,38.0,592.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,98.0,652.0
89127,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_26.tif,01 Whitecoats,83.0,661.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,143.0,721.0
89128,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_26.tif,01 Whitecoats,47.0,728.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,107.0,788.0
89129,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_26.tif,01 Whitecoats,181.0,734.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,241.0,794.0
89179,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_26.tif,01 Whitecoats,61.0,393.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,121.0,453.0
89180,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_26.tif,01 Whitecoats,183.0,38.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,243.0,98.0
89181,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_26.tif,01 Whitecoats,124.0,523.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,184.0,583.0
66915,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_1.tif,02 Moulted,407.0,586.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,467.0,646.0
66916,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_1.tif,02 Moulted,221.0,771.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,281.0,831.0
66710,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_2.tif,01 Whitecoats,95.0,691.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,155.0,751.0
66711,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_2.tif,01 Whitecoats,799.0,654.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,859.0,714.0
66881,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_2.tif,02 Moulted,122.0,707.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,182.0,767.0
66882,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_2.tif,02 Moulted,221.0,636.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,281.0,696.0
66883,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_2.tif,02 Moulted,278.0,635.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,338.0,695.0
66884,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_2.tif,02 Moulted,272.0,684.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,332.0,744.0
66713,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_3.tif,01 Whitecoats,672.0,402.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,732.0,462.0
66885,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_3.tif,02 Moulted,223.0,364.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,283.0,424.0
66858,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_4.tif,02 Moulted,8.0,426.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,68.0,486.0
66859,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_4.tif,02 Moulted,103.0,293.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,163.0,353.0
66860,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_4.tif,02 Moulted,202.0,288.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,262.0,348.0
66861,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_4.tif,02 Moulted,397.0,266.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,457.0,326.0
66833,StitchMICE_ORKhs16_5_1129_CP_FINAL_832_832_5.tif,02 Moulted,49.0,85.0,StitchMICE_ORKhs16_5_1129_CP_FINAL.tif,109.0,145.0
4740,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_13.tif,02 Moulted,546.0,28.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,606.0,88.0
4741,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_13.tif,02 Moulted,600.0,-3.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,660.0,57.0
4742,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_13.tif,02 Moulted,46.0,315.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,106.0,375.0
4190,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_14.tif,01 Whitecoats,113.0,731.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,173.0,791.0
4201,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_14.tif,01 Whitecoats,232.0,526.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,292.0,586.0
4202,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_14.tif,01 Whitecoats,649.0,267.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,709.0,327.0
4725,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_14.tif,02 Moulted,666.0,494.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,726.0,554.0
4713,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_15.tif,02 Moulted,341.0,185.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,401.0,245.0
4173,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_16.tif,01 Whitecoats,361.0,545.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,421.0,605.0
4174,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_16.tif,01 Whitecoats,263.0,52.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,323.0,112.0
4175,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_16.tif,01 Whitecoats,774.0,94.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,834.0,154.0
4176,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_16.tif,01 Whitecoats,775.0,146.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,835.0,206.0
4668,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_16.tif,02 Moulted,128.0,776.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,188.0,836.0
4139,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,01 Whitecoats,60.0,78.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,120.0,138.0
4140,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,01 Whitecoats,195.0,260.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,255.0,320.0
4141,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,01 Whitecoats,222.0,437.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,282.0,497.0
4142,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,01 Whitecoats,124.0,554.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,184.0,614.0
4143,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,01 Whitecoats,404.0,433.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,464.0,493.0
4144,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,01 Whitecoats,67.0,677.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,127.0,737.0
4146,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,01 Whitecoats,-18.0,445.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,42.0,505.0
4663,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,02 Moulted,616.0,676.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,676.0,736.0
4664,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,02 Moulted,397.0,46.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,457.0,106.0
4665,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,02 Moulted,339.0,49.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,399.0,109.0
5259,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,02 Moulted,578.0,762.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,638.0,822.0
5278,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_17.tif,03 Dead Pups,338.0,377.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,398.0,437.0
4136,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_18.tif,01 Whitecoats,26.0,404.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,86.0,464.0
4137,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_18.tif,01 Whitecoats,453.0,295.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,513.0,355.0
4138,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_18.tif,01 Whitecoats,256.0,675.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,316.0,735.0
4658,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_18.tif,02 Moulted,37.0,669.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,97.0,729.0
4660,StitchMICE_FoFim16_5_1130_CP_FINAL_832_832_18.tif,02 Moulted,-16.0,418.0,StitchMICE_FoFim16_5_1130_CP_FINAL.tif,44.0,478.0
90344,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_10.tif,01 Whitecoats,377.0,567.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,437.0,627.0
90684,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_12.tif,02 Moulted,204.0,524.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,264.0,584.0
90664,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_15.tif,02 Moulted,713.0,766.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,773.0,826.0
90671,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_15.tif,02 Moulted,259.0,334.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,319.0,394.0
90672,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_15.tif,02 Moulted,278.0,133.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,338.0,193.0
90665,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_16.tif,02 Moulted,127.0,5.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,187.0,65.0
90249,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_18.tif,01 Whitecoats,554.0,11.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,614.0,71.0
90250,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_18.tif,01 Whitecoats,686.0,426.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,746.0,486.0
90252,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_18.tif,01 Whitecoats,565.0,713.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,625.0,773.0
90253,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_18.tif,01 Whitecoats,381.0,674.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,441.0,734.0
90646,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_18.tif,02 Moulted,136.0,415.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,196.0,475.0
90647,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_18.tif,02 Moulted,56.0,653.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,116.0,713.0
90648,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_18.tif,02 Moulted,41.0,676.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,101.0,736.0
90651,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_18.tif,02 Moulted,37.0,28.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,97.0,88.0
90240,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_19.tif,01 Whitecoats,109.0,569.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,169.0,629.0
90633,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_19.tif,02 Moulted,365.0,169.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,425.0,229.0
90645,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_19.tif,02 Moulted,-27.0,-7.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,33.0,53.0
90223,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_20.tif,01 Whitecoats,231.0,324.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,291.0,384.0
90224,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_20.tif,01 Whitecoats,422.0,636.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,482.0,696.0
90225,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_20.tif,01 Whitecoats,592.0,617.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,652.0,677.0
90242,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_20.tif,01 Whitecoats,598.0,75.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,658.0,135.0
90193,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_21.tif,01 Whitecoats,472.0,532.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,532.0,592.0
90229,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_21.tif,01 Whitecoats,639.0,40.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,699.0,100.0
90615,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_21.tif,02 Moulted,618.0,270.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,678.0,330.0
90602,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_22.tif,02 Moulted,724.0,550.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,784.0,610.0
90160,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_23.tif,01 Whitecoats,246.0,792.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,306.0,852.0
90597,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_23.tif,02 Moulted,541.0,559.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,601.0,619.0
90598,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_23.tif,02 Moulted,494.0,513.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,554.0,573.0
90721,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_23.tif,03 Dead Pups,564.0,323.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,624.0,383.0
90115,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_25.tif,01 Whitecoats,41.0,686.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,101.0,746.0
90020,StitchMICE_ORKso16_3_1116_CP_FINAL_832_832_29.tif,01 Whitecoats,8.0,21.0,StitchMICE_ORKso16_3_1116_CP_FINAL.tif,68.0,81.0
91112,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_12.tif,01 Whitecoats,490.0,282.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,550.0,342.0
91867,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_13.tif,02 Moulted,291.0,770.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,351.0,830.0
91868,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_14.tif,02 Moulted,371.0,326.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,431.0,386.0
91856,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_15.tif,02 Moulted,578.0,561.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,638.0,621.0
91896,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_15.tif,03 Dead Pups,787.0,389.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,847.0,449.0
91851,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_16.tif,02 Moulted,67.0,229.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,127.0,289.0
91852,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_16.tif,02 Moulted,300.0,265.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,360.0,325.0
91853,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_16.tif,02 Moulted,527.0,419.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,587.0,479.0
91839,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_17.tif,02 Moulted,275.0,266.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,335.0,326.0
91840,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_17.tif,02 Moulted,303.0,335.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,363.0,395.0
91090,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_18.tif,01 Whitecoats,11.0,786.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,71.0,846.0
91091,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_18.tif,01 Whitecoats,104.0,364.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,164.0,424.0
91092,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_18.tif,01 Whitecoats,716.0,736.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,776.0,796.0
91816,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_19.tif,02 Moulted,338.0,682.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,398.0,742.0
91809,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_21.tif,02 Moulted,565.0,6.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,625.0,66.0
91792,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_22.tif,02 Moulted,205.0,320.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,265.0,380.0
91786,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_23.tif,02 Moulted,122.0,385.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,182.0,445.0
91787,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_23.tif,02 Moulted,122.0,474.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,182.0,534.0
91788,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_23.tif,02 Moulted,226.0,284.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,286.0,344.0
91748,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_24.tif,02 Moulted,635.0,34.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,695.0,94.0
91749,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_24.tif,02 Moulted,358.0,366.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,418.0,426.0
91750,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_24.tif,02 Moulted,567.0,587.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,627.0,647.0
91722,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_26.tif,02 Moulted,712.0,55.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,772.0,115.0
91718,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_28.tif,02 Moulted,12.0,49.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,72.0,109.0
91004,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_33.tif,01 Whitecoats,279.0,661.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,339.0,721.0
91615,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_34.tif,02 Moulted,113.0,401.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,173.0,461.0
91616,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_34.tif,02 Moulted,531.0,433.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,591.0,493.0
91617,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_34.tif,02 Moulted,496.0,376.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,556.0,436.0
91619,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_34.tif,02 Moulted,623.0,603.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,683.0,663.0
91621,StitchMICE_ORKso16_4_1129_CP_FINAL_832_832_34.tif,02 Moulted,-25.0,459.0,StitchMICE_ORKso16_4_1129_CP_FINAL.tif,35.0,519.0
60469,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_12.tif,02 Moulted,402.0,153.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,462.0,213.0
60017,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_14.tif,01 Whitecoats,576.0,321.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,636.0,381.0
60445,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_15.tif,02 Moulted,242.0,705.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,302.0,765.0
60446,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_15.tif,02 Moulted,226.0,502.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,286.0,562.0
60438,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_17.tif,02 Moulted,-11.0,575.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,49.0,635.0
60008,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_26.tif,01 Whitecoats,734.0,101.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,794.0,161.0
60379,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_36.tif,02 Moulted,207.0,397.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,267.0,457.0
60380,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_36.tif,02 Moulted,237.0,521.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,297.0,581.0
60382,StitchMICE_ORKfa16_5_1129_CP_FINAL_832_832_36.tif,02 Moulted,28.0,260.0,StitchMICE_ORKfa16_5_1129_CP_FINAL.tif,88.0,320.0
22469,StitchMICE_OHbf16_3_1022_CP_FINAL_832_832_28.tif,01 Whitecoats,500.0,-22.0,StitchMICE_OHbf16_3_1022_CP_FINAL.tif,560.0,38.0
43597,StitchMICE_OHnr16_2_1012_CP_FINAL_832_832_14.tif,01 Whitecoats,652.0,43.0,StitchMICE_OHnr16_2_1012_CP_FINAL.tif,712.0,103.0
43579,StitchMICE_OHnr16_2_1012_CP_FINAL_832_832_19.tif,01 Whitecoats,54.0,270.0,StitchMICE_OHnr16_2_1012_CP_FINAL.tif,114.0,330.0
43581,StitchMICE_OHnr16_2_1012_CP_FINAL_832_832_19.tif,01 Whitecoats,423.0,102.0,StitchMICE_OHnr16_2_1012_CP_FINAL.tif,483.0,162.0
51799,StitchMICE_ORKcf16_3_1103_CP_FINAL_832_832_16.tif,01 Whitecoats,4.0,185.0,StitchMICE_ORKcf16_3_1103_CP_FINAL.tif,64.0,245.0
51805,StitchMICE_ORKcf16_3_1103_CP_FINAL_832_832_16.tif,01 Whitecoats,27.0,-29.0,StitchMICE_ORKcf16_3_1103_CP_FINAL.tif,87.0,31.0
67801,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_2.tif,06 Hg-Juveniles,617.0,568.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,677.0,628.0
67742,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_4.tif,01 Whitecoats,61.0,175.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,121.0,235.0
67778,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_4.tif,02 Moulted,118.0,696.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,178.0,756.0
67727,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_6.tif,01 Whitecoats,750.0,513.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,810.0,573.0
67772,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_6.tif,02 Moulted,523.0,550.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,583.0,610.0
67773,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_6.tif,02 Moulted,549.0,702.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,609.0,762.0
67725,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_7.tif,01 Whitecoats,445.0,218.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,505.0,278.0
67686,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_10.tif,01 Whitecoats,430.0,774.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,490.0,834.0
67706,StitchMICE_ORKlg16_4_1117_CP_FINAL_832_832_10.tif,01 Whitecoats,692.0,345.0,StitchMICE_ORKlg16_4_1117_CP_FINAL.tif,752.0,405.0
79665,StitchMICE_ORKlo16_1_1013_CP_FINAL_832_832_0.tif,,,,StitchMICE_ORKlo16_1_1013_CP_FINAL.tif,,
79665,StitchMICE_ORKlo16_1_1013_CP_FINAL_832_832_1.tif,,,,StitchMICE_ORKlo16_1_1013_CP_FINAL.tif,,
79665,StitchMICE_ORKlo16_1_1013_CP_FINAL_832_832_2.tif,,,,StitchMICE_ORKlo16_1_1013_CP_FINAL.tif,,
79665,StitchMICE_ORKlo16_1_1013_CP_FINAL_832_832_3.tif,,,,StitchMICE_ORKlo16_1_1013_CP_FINAL.tif,,
